Date,Price,Property Type,Location,Bedrooms,Bathrooms,Parking,Garden,Lease Length,Contact,Quarter
July 2024,"€ 4,620",House,Dublin City South - Dublin 4,3,1 Bathroom,Yes,Yes,12 months,Estate Agent,Q3
July 2024,€ 970,Apartment,Dublin City South - Dublin 6W,1 Bedroom,2 Bathrooms,No,???,12 months,Estate Agent,Q3
July 2024,"€ 1,880",Apartment,Dublin City South - Dublin 12,2 Bedrooms,1 Bathroom,No,No,3 months,Estate Agent,Q3
July 2024,"€ 1,540",Apartment,Dublin City South - Dublin 2,1 Bedroom,1 Bathroom,Yes,No,12 months,Estate Agent,Q3
July 2024,"€ 3,810",House,Dublin City South - Dublin 14,3,1,Yes,Yes,12 months,Estate Agent,Q3
July 2024,"€ 3,680",House,Dublin City South - Dublin 2,3 Bedrooms,2 Bathrooms,Yes,Yes,12 months,Estate Agent,Q3
July 2024,"€ 2,140",Apartment,South Co Dublin,2 Bedrooms,1 Bathroom,Yes,No,12 months,Estate Agent,Q3
July 2024,"€ 1,040",Apartment,Dublin City North - Dublin 15,2 Bedrooms,2 Bathrooms,No,No,12 months,Estate Agent,Q3
July 2024,"€ 1,970",Apartment,Dublin City North - Dublin 1,1,2 Bathrooms,No,No,12 months,Owner,Q3
July 2024,"€ 1,560 per month",Apartment,Dublin City North - Dublin 1,2,1 Bathroom,No,No,12 months,Estate Agent,Q3
July 2024,"€ 2,010",Apartment,Dublin City North - Dublin 9,2,2,Yes,No,6 months,Estate Agent,Q3
July 2024,"€ 2,040",Apartment,Dublin City North - Dublin 1,1 Bedroom,2 Bathrooms,No,???,12 months,Owner,Q3
July 2024,€ 900,Apartment,Dublin City North - Dublin 11,1 Bedroom,2 Bathrooms,Yes,No,???,Estate Agent,Q3
July 2024,"€ 1,180",Apartment,Dublin City North - Dublin 3,1 Bedroom,2 Bathrooms,No,No,12 months,Estate Agent,Q3
July 2024,"€ 2,000",Apartment,Dublin City North - Dublin 5,1,1 Bathroom,Yes,No,3 months,Owner,Q3
July 2024,"€2,430.00 per month",Apartment,Dublin City South - Dublin 2,1,2 Bathrooms,No,No,12 months,Owner,Q3
July 2024,"€ 1,710",Apartment,Dublin City North - Dublin 11,1 Bedroom,1 Bathroom,Yes,No,12 months,Owner,Q3
July 2024,"€ 1,190 per month",Apartment,Dublin City North - Dublin 3,1 Bedroom,1 Bathroom,N,No,6 months,Estate Agent,Q3
July 2024,"€ 2,850 per month",Apartment,South Co Dublin,2 Bedrooms,1 Bathroom,No,N,12 months,Estate Agent,Q3
July 2024,"€ 2,060",Apartment,Dublin City North - Dublin 1,1 Bedroom,1 Bathroom,Yes,N,12 months,Estate Agent,Q3
July 2024,"€ 3,820",Apartment,Dublin City South - Dublin 2,3,2 Bathrooms,No,No,12 months,Estate Agent,Q3
July 2024,"€ 2,130",Apartment,Dublin City North - Dublin 1,2 Bedrooms,2 Bathrooms,Yes,N,12 months,Owner,Q3
July 2024,"€2,320.00 per month",Apartment,Dublin City South - Dublin 2,1 Bedroom,1 Bathroom,No,No,12 months,Estate Agent,Q3
July 2024,"€ 1,720",Apartment,Dublin City North - Dublin 1,1 Bedroom,1 Bathroom,No,No,12 months,Owner,Q3
July 2024,"€ 2,240",House,Dublin City North - Dublin 5,1 Bedroom,2 Bathrooms,N,No,12 months,Owner,Q3
July 2024,"€ 2,510 per month",House,Dublin City South - Dublin 22,1 Bedroom,2 Bathrooms,Yes,Yes,6 months,Owner,Q3
July 2024,"€ 1,260",Apartment,Dublin City South - Dublin 2,1 Bedroom,2 Bathrooms,No,No,12.0,Owner,Q3
July 2024,€ 800 per month,Apartment,Dublin City North - Dublin 7,1 Bedroom,1 Bathroom,No,No,12 months,Estate Agent,Q3
July 2024,"€ 5,000",Apartment,Dublin City South - Dublin 2,3 Bedrooms,1 Bathroom,No,???,6 months,Owner,Q3
July 2024,"€ 1,220 per month",Apartment,Dublin City South - Dublin 2,1 Bedroom,1 Bathroom,No,No,12 months,Estate Agent,Q3
July 2024,"€ 1,410",Apartment,Dublin City North - Dublin 1,1 Bedroom,2 Bathrooms,No,No,12 months,Estate Agent,Q3
July 2024,"€ 1,800 per month",Apartment,Dublin City North - Dublin 5,1 Bedroom,1 Bathroom,Yes,No,3 months,Estate Agent,Q3
July 2024,"€ 1,480 per month",Apartment,Dublin City South - Dublin 8,2 Bedrooms,1 Bathroom,No,???,12 months,Estate Agent,Q3
July 2024,"€ 2,300",Apartment,Dublin City North - Dublin 1,2 Bedrooms,2 Bathrooms,No,No,6.0,Owner,Q3
July 2024,"€ 5,430",House,South Co Dublin,3 Bedrooms,2,Yes,Yes,3.0,Estate Agent,Q3
July 2024,"€ 1,680",Apartment,Dublin City South - Dublin 6,1 Bedroom,1 Bathroom,No,No,12 months,Estate Agent,Q3
July 2024,"€ 1,150",Apartment,Dublin City South - Dublin 2,2 Bedrooms,2 Bathrooms,No,No,12 months,Owner,Q3
July 2024,"€ 2,920",House,Dublin City South - Dublin 2,5,1 Bathroom,Yes,Yes,12 months,Estate Agent,Q3
July 2024,"€ 4,680",House,Dublin City South - Dublin 6,3 Bedrooms,1 Bathroom,Yes,Yes,12 months,Owner,Q3
July 2024,"€ 6,020 per month",House,Dublin City South - Dublin 20,5,3 Bathrooms,No,Yes,3 months,Estate Agent,Q3
July 2024,"€ 1,000 per month",Apartment,Dublin City South - Dublin 8,1 Bedroom,2 Bathrooms,N,N,12.0,Estate Agent,Q3
July 2024,€ 780,Apartment,Dublin City North - Dublin 15,1 Bedroom,1,No,N,12 months,Estate Agent,Q3
July 2024,"€5,280.00",Apartment,Dublin City North - Dublin 1,3 Bedrooms,2 Bathrooms,Yes,No,6 months,Estate Agent,Q3
July 2024,"€3,340.00",Apartment,Dublin City South - Dublin 8,2,1 Bathroom,No,No,3 months,Estate Agent,Q3
July 2024,"€ 2,500",Apartment,Dublin City North - Dublin 1,2,1 Bathroom,N,No,6 months,Estate Agent,Q3
July 2024,"€ 1,900",Apartment,Dublin City South - Dublin 6W,1 Bedroom,1,No,No,6.0,Estate Agent,Q3
July 2024,"€ 5,820",House,Dublin City South - Dublin 4,5,2,Yes,Yes,3 months,Estate Agent,Q3
July 2024,"€4,880.00 per month",House,Dublin City North - Dublin 13,4 Bedrooms,2 Bathrooms,Yes,Yes,6 months,Owner,Q3
July 2024,"€ 1,040",Apartment,Dublin City South - Dublin 22,2 Bedrooms,2 Bathrooms,No,N,12 months,Estate Agent,Q3
July 2024,"€ 6,500",House,South Co Dublin,3 Bedrooms,2,No,Yes,3 months,Owner,Q3
July 2024,"€ 1,420 per month",Apartment,Dublin City North - Dublin 7,2 Bedrooms,1 Bathroom,N,???,12 months,Estate Agent,Q3
July 2024,"€ 2,880",Apartment,Dublin City North - Dublin 3,2 Bedrooms,1 Bathroom,N,No,12 months,Estate Agent,Q3
July 2024,"€ 2,030",Apartment,Dublin City South - Dublin 14,2,1 Bathroom,No,No,12 months,Estate Agent,Q3
July 2024,"€3,250.00",Apartment,Dublin City North - Dublin 1,2 Bedrooms,1 Bathroom,No,No,3 months,Estate Agent,Q3
July 2024,"€ 1,830",Apartment,Dublin City South - Dublin 20,2 Bedrooms,1 Bathroom,Yes,No,12 months,Estate Agent,Q3
July 2024,"€ 2,890 per month",House,Dublin City South - Dublin 8,4 Bedrooms,3 Bathrooms,Yes,Y,12 months,Owner,Q3
July 2024,"€ 2,020",Apartment,Dublin City South - Dublin 12,3 Bedrooms,1,No,No,3 months,Estate Agent,Q3
July 2024,"€ 2,880",Apartment,South Co Dublin,2 Bedrooms,2 Bathrooms,No,No,12 months,Estate Agent,Q3
July 2024,"€3,520.00",House,Dublin City South - Dublin 6W,4 Bedrooms,3 Bathrooms,Yes,Yes,12 months,Owner,Q3
July 2024,"€ 3,880",House,Dublin City South - Dublin 20,4,4 Bathrooms,Yes,Yes,3 months,Owner,Q3
July 2024,"€ 3,820",House,Dublin City North - Dublin 17,1 Bedroom,2 Bathrooms,N,Y,3 months,Estate Agent,Q3
July 2024,"€ 1,140",Apartment,Dublin City South - Dublin 6,1 Bedroom,1,N,No,???,Owner,Q3
July 2024,"€4,670.00",Apartment,Dublin City North - Dublin 1,3 Bedrooms,2 Bathrooms,No,No,12 months,Estate Agent,Q3
July 2024,"€ 1,680",Apartment,Dublin City North - Dublin 1,1 Bedroom,2,No,No,12.0,Estate Agent,Q3
July 2024,"€ 3,040 per month",House,Dublin City North - Dublin 11,4 Bedrooms,2 Bathrooms,Yes,Yes,12 months,Estate Agent,Q3
July 2024,"€ 1,730",Apartment,Dublin City South - Dublin 20,1,1 Bathroom,No,No,12 months,Owner,Q3
July 2024,"€ 5,240",House,Dublin City South - Dublin 6,3 Bedrooms,2 Bathrooms,N,Yes,12 months,Owner,Q3
July 2024,"€ 2,060 per month",Apartment,Dublin City South - Dublin 2,1 Bedroom,2 Bathrooms,Yes,No,12 months,Estate Agent,Q3
July 2024,"€ 2,140",Apartment,Dublin City South - Dublin 2,1 Bedroom,1,No,No,12 months,Estate Agent,Q3
July 2024,"€ 1,940 per month",Apartment,Dublin City South - Dublin 6,1 Bedroom,1 Bathroom,No,No,12 months,Owner,Q3
July 2024,"€ 1,560",Apartment,Dublin City South - Dublin 2,2,1,No,No,12 months,Estate Agent,Q3
July 2024,"€ 1,900 per month",Apartment,Dublin City South - Dublin 2,3 Bedrooms,2,No,???,12 months,Estate Agent,Q3
July 2024,"€ 1,520",Apartment,Dublin City North - Dublin 7,1 Bedroom,1 Bathroom,No,No,12.0,Estate Agent,Q3
July 2024,"€ 2,010",Apartment,Dublin City South - Dublin 2,1 Bedroom,2 Bathrooms,No,No,12 months,Owner,Q3
July 2024,"€ 1,920",Apartment,Dublin City North - Dublin 1,2 Bedrooms,1 Bathroom,No,No,12 months,Owner,Q3
July 2024,"€1,450.00",Apartment,Dublin City North - Dublin 1,1,1,No,No,3 months,Estate Agent,Q3
July 2024,"€ 4,130 per month",House,Dublin City South - Dublin 22,3 Bedrooms,1 Bathroom,No,Yes,12.0,Owner,Q3
July 2024,"€ 1,860",Apartment,Dublin City North - Dublin 1,2 Bedrooms,2 Bathrooms,No,N,12.0,Estate Agent,Q3
July 2024,"€ 2,580",Apartment,Dublin City North - Dublin 5,2 Bedrooms,2 Bathrooms,Yes,???,12 months,Estate Agent,Q3
July 2024,"€ 2,410 per month",Apartment,Dublin City North - Dublin 1,2 Bedrooms,2 Bathrooms,No,???,12 months,Owner,Q3
July 2024,"€ 2,010",Apartment,Dublin City North - Dublin 1,1 Bedroom,2,No,No,12 months,Estate Agent,Q3
July 2024,"€ 4,540",House,Dublin City South - Dublin 10,2 Bedrooms,2 Bathrooms,No,Yes,3 months,Estate Agent,Q3
July 2024,€ 980,Apartment,Dublin City North - Dublin 1,1,1 Bathroom,Yes,No,12 months,Estate Agent,Q3
July 2024,"€ 2,990",Apartment,Dublin City North - Dublin 11,3 Bedrooms,1 Bathroom,No,No,12 months,Estate Agent,Q3
July 2024,"€ 1,430",Apartment,Dublin City North - Dublin 1,1 Bedroom,1 Bathroom,No,N,12.0,Owner,Q3
July 2024,"€ 2,220 per month",Apartment,Dublin City North - Dublin 1,1 Bedroom,1 Bathroom,No,No,12 months,Estate Agent,Q3
July 2024,"€ 1,840 per month",Apartment,Dublin City North - Dublin 17,1 Bedroom,2 Bathrooms,No,No,3.0,Estate Agent,Q3
July 2024,"€ 1,630",Apartment,Dublin City North - Dublin 13,3,2 Bathrooms,No,No,6 months,Estate Agent,Q3
July 2024,"€ 2,750 per month",House,South Co Dublin,3 Bedrooms,2 Bathrooms,Yes,Yes,12 months,Estate Agent,Q3
July 2024,"€3,820.00",House,Dublin City South - Dublin 4,4 Bedrooms,3,No,Yes,12 months,Estate Agent,Q3
July 2024,"€ 4,290",Apartment,Dublin City North - Dublin 15,3 Bedrooms,1 Bathroom,Yes,No,12 months,Estate Agent,Q3
July 2024,"€ 1,800",Apartment,Dublin City North - Dublin 1,1,2 Bathrooms,N,N,12 months,Owner,Q3
July 2024,"€ 3,280",Apartment,Dublin City South - Dublin 2,2,1 Bathroom,No,No,12 months,Owner,Q3
July 2024,"€ 4,680 per month",House,Dublin City South - Dublin 6W,4,4 Bathrooms,Yes,Yes,6 months,Estate Agent,Q3
July 2024,"€ 2,670",Apartment,Dublin City North - Dublin 1,3 Bedrooms,1 Bathroom,Yes,No,3 months,Owner,Q3
July 2024,"€ 2,420 per month",Apartment,Dublin City North - Dublin 1,2 Bedrooms,1 Bathroom,Yes,No,12 months,Estate Agent,Q3
July 2024,"€ 1,290",Apartment,Dublin City South - Dublin 10,2 Bedrooms,2 Bathrooms,No,No,12 months,Estate Agent,Q3
July 2024,€ 860,Apartment,Dublin City South - Dublin 20,1 Bedroom,1 Bathroom,No,No,12 months,Estate Agent,Q3
July 2024,"€ 3,710 per month",House,Dublin City South - Dublin 4,3 Bedrooms,1 Bathroom,Yes,Yes,12 months,Owner,Q3
July 2024,"€ 1,850 per month",Apartment,Dublin City South - Dublin 16,1 Bedroom,1 Bathroom,N,No,12 months,Owner,Q3
July 2024,"€ 1,400",Apartment,Dublin City North - Dublin 5,1 Bedroom,2 Bathrooms,Yes,No,12 months,Owner,Q3
July 2024,"€ 1,890 per month",Apartment,Dublin City South - Dublin 2,2,2 Bathrooms,No,No,12 months,Estate Agent,Q3
July 2024,€ 850,Apartment,Dublin City North - Dublin 11,1 Bedroom,2 Bathrooms,???,N,12 months,Estate Agent,Q3
July 2024,"€ 1,630",Apartment,Dublin City South - Dublin 22,1 Bedroom,1 Bathroom,No,N,12 months,Estate Agent,Q3
July 2024,€ 880,Apartment,Dublin City South - Dublin 8,1 Bedroom,1 Bathroom,No,???,12.0,Estate Agent,Q3
July 2024,"€ 2,000",Apartment,Dublin City South - Dublin 2,1 Bedroom,2 Bathrooms,No,No,12.0,Estate Agent,Q3
July 2024,"€ 1,170",Apartment,Dublin City South - Dublin 2,1 Bedroom,1 Bathroom,No,No,12 months,Estate Agent,Q3
July 2024,"€ 1,140",Apartment,Dublin City South - Dublin 12,2 Bedrooms,1 Bathroom,No,No,6 months,Estate Agent,Q3
July 2024,"€ 1,490",Apartment,Dublin City North - Dublin 1,1 Bedroom,1 Bathroom,No,No,12 months,Estate Agent,Q3
July 2024,"€ 4,310",House,Dublin City South - Dublin 2,3,2,No,Yes,12 months,Estate Agent,Q3
July 2024,"€ 3,150",Apartment,Dublin City South - Dublin 4,2 Bedrooms,1 Bathroom,No,N,6 months,Estate Agent,Q3
July 2024,"€ 3,860",House,Dublin City North - Dublin 1,3 Bedrooms,2 Bathrooms,Yes,Yes,6 months,Estate Agent,Q3
July 2024,"€ 4,650",House,Dublin City South - Dublin 2,5 Bedrooms,4 Bathrooms,No,Yes,12 months,Estate Agent,Q3
July 2024,"€ 1,890 per month",Apartment,Dublin City South - Dublin 2,1 Bedroom,1 Bathroom,No,No,???,Estate Agent,Q3
July 2024,"€ 1,620",Apartment,Dublin City North - Dublin 1,2,2 Bathrooms,No,N,12 months,Owner,Q3
July 2024,"€1,850.00",Apartment,Dublin City North - Dublin 13,2 Bedrooms,2 Bathrooms,No,No,3 months,Estate Agent,Q3
July 2024,"€ 1,780",Apartment,Dublin City South - Dublin 12,1,2 Bathrooms,???,N,12 months,Owner,Q3
July 2024,"€ 4,070",Apartment,Dublin City North - Dublin 13,3 Bedrooms,1 Bathroom,Yes,N,12 months,Owner,Q3
July 2024,"€ 3,730",House,Dublin City South - Dublin 22,3 Bedrooms,2,Yes,???,3 months,Estate Agent,Q3
July 2024,"€ 1,770",Apartment,Dublin City North - Dublin 13,1,2,No,N,6 months,Owner,Q3
July 2024,"€ 3,230",House,Dublin City South - Dublin 16,3 Bedrooms,2 Bathrooms,No,Yes,3 months,Owner,Q3
July 2024,"€ 1,060",Apartment,Dublin City South - Dublin 22,1,1 Bathroom,No,No,12 months,Estate Agent,Q3
July 2024,"€ 1,470",Apartment,Dublin City North - Dublin 1,2 Bedrooms,1,No,???,12 months,Estate Agent,Q3
July 2024,"€ 1,780",Apartment,Dublin City North - Dublin 15,1 Bedroom,1 Bathroom,Yes,No,3 months,Estate Agent,Q3
July 2024,"€ 2,910",Apartment,Dublin City South - Dublin 8,2,1 Bathroom,Yes,No,12 months,Estate Agent,Q3
July 2024,"€ 4,200",House,Dublin City South - Dublin 16,4 Bedrooms,2 Bathrooms,Yes,Yes,3 months,Estate Agent,Q3
July 2024,"€ 1,380",Apartment,Dublin City North - Dublin 1,2 Bedrooms,1 Bathroom,No,N,12.0,Owner,Q3
July 2024,"€4,470.00",House,Dublin City North - Dublin 3,4 Bedrooms,1 Bathroom,Yes,Yes,12 months,Owner,Q3
July 2024,"€ 1,790",Apartment,Dublin City North - Dublin 1,2,1 Bathroom,No,No,12.0,Estate Agent,Q3
July 2024,"€ 1,900",Apartment,Dublin City South - Dublin 2,1 Bedroom,1,No,No,12 months,Estate Agent,Q3
July 2024,"€ 1,780",Apartment,Dublin City North - Dublin 15,1 Bedroom,1 Bathroom,No,No,6 months,Estate Agent,Q3
July 2024,"€ 3,150",House,Dublin City South - Dublin 22,2 Bedrooms,2 Bathrooms,No,No,12 months,Estate Agent,Q3
July 2024,"€ 1,900",Apartment,Dublin City South - Dublin 2,1,1 Bathroom,No,No,12 months,Estate Agent,Q3
July 2024,"€ 3,690",House,Dublin City South - Dublin 12,4,1 Bathroom,Yes,Yes,6 months,Estate Agent,Q3
July 2024,"€ 1,230",Apartment,Dublin City South - Dublin 22,2,1 Bathroom,Yes,No,12 months,Estate Agent,Q3
July 2024,"€ 3,800",House,Dublin City North - Dublin 17,3,2,Yes,Y,12 months,Estate Agent,Q3
July 2024,"€ 3,270",Apartment,Dublin City North - Dublin 3,3 Bedrooms,2 Bathrooms,Yes,No,6 months,Owner,Q3
July 2024,"€ 2,180",Apartment,Dublin City South - Dublin 2,1,2 Bathrooms,No,???,12 months,Estate Agent,Q3
July 2024,"€ 2,390",Apartment,Dublin City South - Dublin 2,2,2 Bathrooms,No,N,6.0,Estate Agent,Q3
July 2024,"€ 1,400 per month",Apartment,Dublin City North - Dublin 1,1 Bedroom,2 Bathrooms,No,No,6 months,Estate Agent,Q3
July 2024,"€ 2,230",Apartment,Dublin City South - Dublin 4,2 Bedrooms,2 Bathrooms,No,No,12 months,Estate Agent,Q3
July 2024,"€ 1,980",Apartment,Dublin City South - Dublin 20,2 Bedrooms,1 Bathroom,No,No,???,Owner,Q3
July 2024,"€ 3,710",Apartment,Dublin City North - Dublin 1,3 Bedrooms,1 Bathroom,Yes,No,12 months,Estate Agent,Q3
July 2024,"€1,270.00",Apartment,Dublin City North - Dublin 17,2 Bedrooms,1 Bathroom,No,N,12 months,Estate Agent,Q3
July 2024,"€1,670.00",Apartment,Dublin City North - Dublin 9,1 Bedroom,1 Bathroom,No,No,12 months,Estate Agent,Q3
July 2024,"€2,760.00",Apartment,Dublin City North - Dublin 1,2 Bedrooms,1,No,N,12 months,Estate Agent,Q3
July 2024,€ 790,Apartment,Dublin City North - Dublin 13,1,1,No,No,12.0,Estate Agent,Q3
July 2024,"€ 1,660 per month",Apartment,Dublin City North - Dublin 1,1 Bedroom,2 Bathrooms,No,No,12 months,Owner,Q3
July 2024,"€ 3,590",House,Dublin City South - Dublin 18,3 Bedrooms,1 Bathroom,Yes,Yes,12 months,Estate Agent,Q3
July 2024,"€ 1,720",Apartment,Dublin City North - Dublin 15,2 Bedrooms,2 Bathrooms,No,No,3 months,Owner,Q3
July 2024,"€ 1,870",Apartment,Dublin City South - Dublin 18,2,2 Bathrooms,Yes,No,12 months,Estate Agent,Q3
July 2024,"€ 1,900",Apartment,Dublin City North - Dublin 1,1 Bedroom,1 Bathroom,Yes,N,12 months,Owner,Q3
July 2024,€ 880,Apartment,Dublin City North - Dublin 1,1 Bedroom,1 Bathroom,N,No,12 months,Owner,Q3
August 2024,"€ 1,640 per month",Apartment,Dublin City North - Dublin 3,2 Bedrooms,1 Bathroom,No,No,6.0,Estate Agent,Q3
August 2024,"€ 1,390",Apartment,Dublin City South - Dublin 22,1 Bedroom,2 Bathrooms,No,No,12 months,Estate Agent,Q3
August 2024,"€ 2,130",Apartment,Dublin City North - Dublin 1,1 Bedroom,2 Bathrooms,No,No,12 months,Estate Agent,Q3
August 2024,"€1,660.00",Apartment,Dublin City North - Dublin 1,1 Bedroom,2,No,No,12.0,Estate Agent,Q3
August 2024,"€ 4,200",House,Dublin City South - Dublin 20,3 Bedrooms,2 Bathrooms,Yes,Yes,12 months,Estate Agent,Q3
August 2024,"€ 1,600",Apartment,Dublin City North - Dublin 13,1 Bedroom,1 Bathroom,???,No,3 months,Estate Agent,Q3
August 2024,"€ 5,530",House,Dublin City North - Dublin 3,1 Bedroom,2 Bathrooms,No,Yes,3 months,Owner,Q3
August 2024,"€ 1,770",Apartment,Dublin City South - Dublin 18,2 Bedrooms,1 Bathroom,???,No,12 months,Estate Agent,Q3
August 2024,"€ 1,310",Apartment,Dublin City South - Dublin 24,1 Bedroom,1 Bathroom,No,No,12 months,Owner,Q3
August 2024,"€2,960.00",House,Dublin City South - Dublin 14,1 Bedroom,2 Bathrooms,Yes,No,12 months,Owner,Q3
August 2024,"€ 2,530",Apartment,Dublin City South - Dublin 2,2 Bedrooms,1,No,No,12 months,Owner,Q3
August 2024,"€ 4,840",Apartment,Dublin City North - Dublin 1,3 Bedrooms,2 Bathrooms,Yes,N,6.0,Estate Agent,Q3
August 2024,"€ 5,780",Apartment,Dublin City North - Dublin 1,3 Bedrooms,1 Bathroom,Yes,No,3 months,Estate Agent,Q3
August 2024,"€ 2,620 per month",Apartment,Dublin City South - Dublin 6W,2 Bedrooms,1,Yes,No,12 months,Estate Agent,Q3
August 2024,"€ 2,380",House,Dublin City South - Dublin 18,4,3,Yes,Yes,12 months,Estate Agent,Q3
August 2024,"€ 2,990 per month",House,Dublin City South - Dublin 2,4 Bedrooms,4 Bathrooms,Yes,Yes,12 months,Estate Agent,Q3
August 2024,"€ 3,040 per month",House,Dublin City South - Dublin 6,3 Bedrooms,1 Bathroom,Y,Yes,12 months,Estate Agent,Q3
August 2024,€ 910,Apartment,Dublin City North - Dublin 9,1,2 Bathrooms,No,No,12 months,Owner,Q3
August 2024,"€ 1,310",Apartment,Dublin City South - Dublin 24,1 Bedroom,2,Y,No,12.0,Owner,Q3
August 2024,€ 970 per month,Apartment,Dublin City South - Dublin 2,1 Bedroom,1 Bathroom,No,No,6 months,Owner,Q3
August 2024,"€ 1,520",Apartment,Dublin City South - Dublin 2,1 Bedroom,1 Bathroom,No,N,6 months,Estate Agent,Q3
August 2024,"€ 1,480",Apartment,Dublin City South - Dublin 2,1 Bedroom,1 Bathroom,No,No,6 months,Owner,Q3
August 2024,€ 900,Apartment,Dublin City North - Dublin 13,1 Bedroom,1 Bathroom,No,No,???,Estate Agent,Q3
August 2024,"€ 3,320",House,Dublin City South - Dublin 22,2 Bedrooms,2 Bathrooms,Yes,No,12 months,Estate Agent,Q3
August 2024,"€ 2,260 per month",Apartment,Dublin City North - Dublin 1,2,2 Bathrooms,No,No,12.0,Estate Agent,Q3
August 2024,"€ 1,270 per month",Apartment,Dublin City North - Dublin 17,1,1 Bathroom,No,No,3 months,Estate Agent,Q3
August 2024,"€ 2,270",Apartment,Dublin City North - Dublin 1,2 Bedrooms,2 Bathrooms,No,No,12.0,Estate Agent,Q3
August 2024,"€ 4,840",House,Dublin City North - Dublin 13,3 Bedrooms,1 Bathroom,Yes,Yes,3 months,Estate Agent,Q3
August 2024,"€ 2,080",Apartment,Dublin City South - Dublin 24,1,1,No,No,3 months,Owner,Q3
August 2024,"€ 3,070",Apartment,Dublin City South - Dublin 20,2 Bedrooms,1 Bathroom,No,N,3 months,Estate Agent,Q3
August 2024,"€ 1,060",Apartment,Dublin City North - Dublin 3,1 Bedroom,1 Bathroom,No,No,12 months,Estate Agent,Q3
August 2024,"€ 1,950",Apartment,Dublin City South - Dublin 18,1,2 Bathrooms,Yes,N,3 months,Estate Agent,Q3
August 2024,"€ 5,290 per month",House,Dublin City North - Dublin 1,3 Bedrooms,1 Bathroom,Yes,Yes,12 months,Owner,Q3
August 2024,"€ 1,250",Apartment,Dublin City South - Dublin 2,1 Bedroom,1 Bathroom,???,No,12 months,Owner,Q3
August 2024,"€ 2,830",Apartment,Dublin City South - Dublin 2,2,2 Bathrooms,Yes,No,6 months,Estate Agent,Q3
August 2024,"€ 1,760 per month",Apartment,Dublin City North - Dublin 1,2,1 Bathroom,No,No,12 months,Estate Agent,Q3
August 2024,"€ 1,780",Apartment,Dublin City South - Dublin 20,1,2 Bathrooms,No,No,12 months,Estate Agent,Q3
August 2024,"€ 1,540",Apartment,Dublin City North - Dublin 1,1,1 Bathroom,No,No,12 months,Owner,Q3
August 2024,"€ 3,080",Apartment,Dublin City South - Dublin 2,2 Bedrooms,1 Bathroom,N,No,12 months,Owner,Q3
August 2024,€ 780 per month,Apartment,Dublin City South - Dublin 14,1,2 Bathrooms,N,No,12 months,Owner,Q3
August 2024,"€ 4,630",House,Dublin City South - Dublin 2,5,3 Bathrooms,No,Yes,12 months,Estate Agent,Q3
August 2024,"€ 1,080",Apartment,Dublin City North - Dublin 17,2,2,No,No,12 months,Estate Agent,Q3
August 2024,"€ 1,890",Apartment,Dublin City North - Dublin 1,1 Bedroom,2 Bathrooms,Yes,No,12 months,Estate Agent,Q3
August 2024,"€ 2,580",Apartment,Dublin City South - Dublin 8,2,1,No,No,12 months,Owner,Q3
August 2024,"€ 1,640",Apartment,Dublin City North - Dublin 1,1 Bedroom,1,No,???,12 months,Estate Agent,Q3
August 2024,"€3,350.00",Apartment,Dublin City North - Dublin 13,3,2 Bathrooms,Yes,No,12 months,Estate Agent,Q3
August 2024,"€ 2,900",Apartment,Dublin City North - Dublin 1,2,1,Yes,No,12 months,Estate Agent,Q3
August 2024,"€ 1,660",Apartment,Dublin City South - Dublin 2,1 Bedroom,2 Bathrooms,No,No,12 months,Estate Agent,Q3
August 2024,"€ 3,250 per month",Apartment,Dublin City South - Dublin 2,3 Bedrooms,1 Bathroom,No,No,6 months,Estate Agent,Q3
August 2024,"€ 4,470",House,Dublin City South - Dublin 20,3 Bedrooms,2 Bathrooms,No,Yes,12 months,Estate Agent,Q3
August 2024,"€ 1,630",Apartment,Dublin City South - Dublin 2,1 Bedroom,1,No,No,12 months,Owner,Q3
August 2024,"€ 3,440",House,Dublin City North - Dublin 15,3 Bedrooms,2 Bathrooms,No,Yes,12 months,Estate Agent,Q3
August 2024,"€ 2,190",Apartment,Dublin City South - Dublin 2,1 Bedroom,1 Bathroom,No,No,12 months,Owner,Q3
August 2024,"€ 1,650",Apartment,Dublin City South - Dublin 2,1,1 Bathroom,No,No,12 months,Estate Agent,Q3
August 2024,"€ 2,450",Apartment,Dublin City North - Dublin 9,2 Bedrooms,1 Bathroom,No,No,12 months,Owner,Q3
August 2024,"€ 1,840",Apartment,Dublin City South - Dublin 2,2 Bedrooms,1,No,No,6 months,Estate Agent,Q3
August 2024,"€ 2,980",House,Dublin City South - Dublin 14,4,4 Bathrooms,Yes,Yes,12 months,Owner,Q3
August 2024,"€ 1,620 per month",Apartment,Dublin City South - Dublin 6,1 Bedroom,1 Bathroom,Yes,No,6 months,Estate Agent,Q3
August 2024,"€ 1,630",Apartment,Dublin City South - Dublin 24,2 Bedrooms,1 Bathroom,No,???,12 months,Owner,Q3
August 2024,"€ 3,290",House,Dublin City North - Dublin 9,3,1 Bathroom,Yes,Yes,12 months,Estate Agent,Q3
August 2024,"€ 1,950",Apartment,Dublin City North - Dublin 1,1,2 Bathrooms,No,No,12 months,Estate Agent,Q3
August 2024,"€ 1,330",Apartment,Dublin City North - Dublin 15,1,1 Bathroom,Yes,No,12 months,Owner,Q3
